stafkey,susrpw,susrsec,susrtyp,ssalut,snamef,snamemi,snamel,slogid,stitle,sorg,sdept,saddrnum,saddrst1,saddrst2,saddrcty,saddrstt,saddrcnty,saddrzip,stelw,stelwex,stelfax,stelh,staduser,stadtime,stmduser,stmdtime,stc1,stc2,stc3,stc4,snotes,sorc1,sorc2,sorc3,sorc4,sactive,ssys,sspare1,sspare2,sspare3,smemgrp,sfoiasec,srptsec,sattyid,svlj,sinvsec,sdomainid
EKOHLER,,,,,Elfrieda,N,Kohler,EKOHLER,AHUDSON,03-486,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1995-09-12 09:22:47 UTC,WLANGOSH,1996-01-23 14:30:56 UTC,0,0,0,0,,,,,,I,,,,,,,,486,,,
EBECKER,,,,,Edd,G,Becker,EBECKER,SBODE,11-323,BDCOUNSEL,,,,,,,,,9152,,,ABERGSTRO,1994-05-31 14:30:07 UTC,WLANGOSH,1996-09-03 15:30:27 UTC,,,,,,,,,,A,,,,,805,,,323,J,,BVAEBECKER
SGLOVER,,,,,Sharon,E,Glover,SGLOVER,MHALEY,16-345,BDCOUNSEL,,,,,,,,,1663,,,ABERGSTRO,1994-05-31 14:48:30 UTC,WLANGOSH,1998-01-20 14:20:34 UTC,,,,,,,,,,I,,,,,,,,345,J,,
SKOSS,,,,,Savanah,S,Koss,SKOSS,AHUDSON,06-355,BDCOUNSEL,,,,,,,,,7759,,,ABERGSTRO,1994-05-31 15:02:14 UTC,WLANGOSH,1998-02-02 07:55:06 UTC,,,,,,,,,,I,,,,,,,,355,,,
NSENGER,,,,,Nyasia,Y,Senger,NSENGER,MHALEY,21-368,BDCOUNSEL,,,,,,,,,2312,,,ABERGSTRO,1994-05-31 15:18:58 UTC,WLANGOSH,1995-09-23 16:44:52 UTC,,,,,,,,,,I,,,,,,,,368,,,
DHODKIEWI,,,,,Destinee,L,Hodkiewicz,DHODKIEWI,MHALEY,15-375,BDCOUNSEL,,,,,,,,,3223,,,ABERGSTRO,1994-05-31 15:52:09 UTC,WLANGOSH,1995-09-26 15:41:04 UTC,,,,,,,,,,I,,,,,,,,375,A,,
AFEENEY,,,,,Albina,D,Feeney,AFEENEY,MHALEY,19-462,BDCOUNSEL,,,,,,,,,,,,ABERGSTRO,1995-07-07 15:31:29 UTC,WLANGOSH,1996-01-23 14:31:50 UTC,0,0,0,0,,,,,,I,,,,,,,,462,,,
AHAGENES,,,,,Arne,Q,Hagenes,AHAGENES,SBODE,04-401,BDCOUNSEL,,,,,,,,,1165,,,ABERGSTRO,1994-06-01 11:17:41 UTC,SBARTELL,1998-04-07 09:38:05 UTC,,,,,,,,,,A,,,,,679,,,401,A,,BVAAHAGENES
CRAU,,,,,Celia,M,Rau,CRAU,AHUDSON,05-408,BDCOUNSEL,,,,,,,,,2279,,,ABERGSTRO,1994-06-01 11:27:47 UTC,WLANGOSH,1996-01-23 14:45:21 UTC,,,,,,,,,,I,,,,,,,,408,,,
CRUNTE,,,,,Cynthia,G,Runte,CRUNTE,SBODE,13-417,BDCOUNSEL,,,,,,,,,3735,,,ABERGSTRO,1994-06-01 11:42:22 UTC,WLANGOSH,1995-09-23 13:44:19 UTC,,,,,,,,,,I,,,,,,,,417,,,
32,,,,,,,32 OVLJ Dispatch Team 2,32,,32,,,,,,,,,,,,,SBARTELL,2001-11-19 00:00:00 UTC,SBARTELL,2017-08-01 00:00:00 UTC,,,,,,,,,,A,,,,,,,,,,,
JRODRIGUE,,,,,Janelle,N,Rodriguez,JRODRIGUE,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,739,,,
VSCHNEIDE,,,,,Velma,X,Schneider,VSCHNEIDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1177,,,BVAVSCHNEIDE
DMARKS,,,,,Davonte,P,Marks,DMARKS,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
VMULLER,,,,,Bridget,C,Harris,VMULLER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVABHARRIS
EMORAR,,,,,Eliza,W,Morar,EMORAR,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAEMORAR
GAUER,,,,,Genevieve,F,Auer,GAUER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
ASCHMIDT,,,,,Arnoldo,Q,Schmidt,ASCHMIDT,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
ACARTWRIG,,,,,Alexandria,J,Cartwright,ACARTWRIG,SSENGER,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAACARTWRIG
LREICHERT,,,,,Leonora,C,Reichert,LREICHERT,OPR,,REV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
TDARE,,,,,Troy,U,Dare,TDARE,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVATDARE
DMCLAUGHL,,,,,Darrel,J,McLaughlin,DMCLAUGHL,OPR,,MPS,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,BVADMCLAUGHL
JGOTTLIEB,,,,,Joanne,S,Gottlieb,JGOTTLIEB,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
WKAUTZER,,,,,Werner,O,Kautzer,WKAUTZER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
GKOEPP,,,,,Garland,O,Koepp,GKOEPP,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
MGRADY1,,,,,Margaret,N,Grady,MGRADY1,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LRIPPIN,,,,,Libby,H,Rippin,LRIPPIN,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MBLICK,,,,,Melany,K,Blick,MBLICK,SUP,,OMO,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MGLEICHNE,,,,,Madge,M,Gleichner,MGLEICHNE,01-CHR,,STATSPT,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MSCHNEIDE,,,,,Mark,F,Schneider,MSCHNEIDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1192,,,BVAMSCHNEIDE
JKEMMER,,,,,Jaydon,A,Kemmer,JKEMMER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1216,,,BVAJKEMMER
RROGAHN1,,,,,Rachelle,O,Rogahn,RROGAHN1,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVARROGAHN1
VPOUROS,,,,,Vickie,J,Pouros,VPOUROS,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
QDACH,,,,,Quentin,W,Dach,QDACH,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DSAUER,,,,,Domenick,H,Sauer,DSAUER,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DAUER,,,,,Dovie,K,Auer,DAUER,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MKEELING,,,,,Melyssa,F,Keeling,MKEELING,CRUSSEL,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1183,,,
AHAUCK1,,,,,Alexane,M,Hauck,AHAUCK1,CRUSSEL,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1184,,,
ABOEHM,,,,,Abdiel,E,Boehm,ABOEHM,CRUSSEL,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1185,,,
PBASHIRIA,,,,,Patsy,W,Bashirian,PBASHIRIA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1186,,,
KRUTHERFO,,,,,Katheryn,B,Rutherford,KRUTHERFO,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1187,,,
TMARVIN1,,,,,Torrey,C,Marvin,TMARVIN1,SBODE,,BDCOUNSEL,,,,,,,,,,,715-902-6492 x950,,,,,,,,,,,,,,A,,,,,616,,,1188,,,BVATMARVIN1
MRUNTE,,,,,Maida,S,Runte,MRUNTE,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1189,,,
DBAILEY,,,,,Dashawn,E,Bailey,DBAILEY,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1190,,,
HMULLER,,,,,Hanna,F,Muller,HMULLER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHMULLER
ASCHAMBER,,,,,Anastacio,Z,Schamberger,ASCHAMBER,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
GLEANNON,,,,,Geovany,U,Leannon,GLEANNON,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
MHYATT,,,,,Margarete,J,Hyatt,MHYATT,SUP,,DSP,,,,,,,,,,1-326-121-7406 x98705,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAMHYATT
MCASSIN,,,,,Arvel,J,Parker,MCASSIN,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RLEDNER,,,,,Rashad,U,Ledner,RLEDNER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
HKUNZE,,,,,Hubert,R,Kunze,HKUNZE,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MZEMLAK,,,,,Moshe,I,Zemlak,MZEMLAK,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1173,,,BVAMZEMLAK
KBRADTKE,,,,,Kayden,V,Bradtke,KBRADTKE,VVA,,VVA,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVAKBRADTKE
RBOTSFORD1,,,,,Royal,F,Botsford,RBOTSFORD1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVARBOTSFORD1
AGREEN2,,,,,Arvid,M,Green,AGREEN2,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAAGREEN2
FHALEY,,,,,Flavio,R,Haley,FHALEY,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
BO'KEEFE,,,,,Bryce,T,O'Keefe,BO'KEEFE,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVABO'KEEFE
HHYATT1,,,,,Hazle,R,Hyatt,HHYATT1,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1146,,,
EBORER,,,,,Emmanuel,D,Borer,EBORER,SBODE,,CHAIR,,,,,,,,,,(375) 523-6867,,,,,,,,,,,,,,,I,,,,,556,,,1147,,,
HGLEICHNE,,,,,Hilbert,Y,Gleichner,HGLEICHNE,011W,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHGLEICHNE
DHAHN,,,,,Drew,W,Hahn,DHAHN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
RSANFORD,,,,,Rowan,C,Sanford,RSANFORD,OPR,,REV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
CUPTON1,,,,,Chasity,H,Upton,CUPTON1,SBODE,,BDCOUNSEL,,,,,,,,,,1-476-857-3486 x66637,,,,,,,,,,,,,,,A,,,,,679,,,1340,,,BVACUPTON1
JHOEGER2,,,,,Joannie,H,Hoeger,JHOEGER2,01-CHR,,STATSPT,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAJHOEGER2
KMETZ,,,,,Kaci,Y,Metz,KMETZ,01-CHR,,STATSPT,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DMOORE,,,,,Davin,S,Moore,DMOORE,SUP,,CMB,,,,,,,,,,818-798-1066 x63832,,,,,,,,,,,,,,,I,,,,,,,,,,,
CZIEMANN,,,,,Carole,R,Ziemann,CZIEMANN,PVA,,PVA,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
TFRITSCH,,,,,Thelma,D,Fritsch,TFRITSCH,PVA,,PVA,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
BHICKLE1,,,,,Buddy,A,Hickle,BHICKLE1,SBODE,13-567,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-04 07:38:33 UTC,WLANGOSH,1997-09-18 10:08:26 UTC,0,0,0,0,,,,,,I,,,,,,,,567,,,
KHILPERT,,,,,Donnell,X,Gibson,KHILPERT,SBODE,13-566,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-04 07:43:09 UTC,SBARTELL,1998-01-08 09:56:28 UTC,0,0,0,0,,,,,,I,,,,,679,,,566,A,,
MWILDERMA,,,,,Marilyne,J,Wilderman,MWILDERMA,SBODE,16-570,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-04 07:44:09 UTC,SBARTELL,1998-12-09 08:46:54 UTC,0,0,0,0,,,,,,A,,,,,448,,,570,A,,BVAMWILDERMA
CCUMMERAT1,,,,,Candelario,Q,Cummerata,CCUMMERAT1,SBODE,06-569,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-04 07:46:08 UTC,WLANGOSH,1996-10-04 07:46:25 UTC,0,0,0,0,,,,,,A,,,,,365,,,569,A,,BVACCUMMERAT1
JPURDY,,,,,Johnathon,F,Purdy,JPURDY,CRUSSEL,13-568,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-04 07:47:18 UTC,JPURDY,1998-01-16 10:58:49 UTC,0,0,0,0,,,,,,I,,,,,,,,568,A,,
SQUIGLEY,,,,,Shana,X,Quigley,SQUIGLEY,A2-119,D2-119,ADDMOD,,,,,,,,,,1-916-295-0692 x1382,,WLANGOSH,1996-10-04 08:46:33 UTC,WLANGOSH,1997-12-19 10:42:05 UTC,0,0,43,1,,,,,,I,,,,,,,,,,,
ECHAMPLIN,,,,,Enrico,C,Champlin,ECHAMPLIN,SBODE,13-572,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-17 15:49:08 UTC,WLANGOSH,1996-10-17 15:49:28 UTC,0,0,0,0,,,,,,I,,,,,,,,572,,,
RBAUCH1,,,,,Reinhold,M,Bauch,RBAUCH1,OMO,,CHAIR,,,,,,,,,,(493) 086-4707,,,,,,,,,,,,,,,A,,,,,,,,,,,BVARBAUCH1
RHAAG,,,,,Rebeca,S,Haag,RHAAG,HRG,DIRR-118,CDLEGCLK,,,,,,,,,,395.034.3046,,ABERGSTRO,1996-10-24 09:13:35 UTC,WLANGOSH,1997-11-05 09:11:03 UTC,0,0,2,0,,,,,,I,,,,,,,,,,,
DBARTON,,,,,Dominic,D,Barton,DBARTON,SBODE,13-573,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-10-30 10:20:02 UTC,SBARTELL,1998-01-13 13:27:18 UTC,0,0,0,0,,,,,,I,,,,,,,,573,,,
HWILLMS,,,,,Hilma,I,Willms,HWILLMS,MPAUCEK,16-577,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-11-14 09:43:27 UTC,WLANGOSH,1996-11-14 09:43:49 UTC,0,0,0,0,,,,,,I,,,,,,,,577,A,,
RNOLAN,,,,,Reilly,U,Nolan,RNOLAN,CRUSSEL,16-574,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1996-11-14 09:46:54 UTC,WLANGOSH,1996-11-14 09:47:11 UTC,0,0,0,0,,,,,,I,,,,,,,,574,,,
OBAHRINGE,,,,,Osbaldo,W,Bahringer,OBAHRINGE,CRUSSEL,16-050,BDCOUNSEL,,,,,,,,,8169,,,ABERGSTRO,1994-05-27 15:11:50 UTC,WLANGOSH,1995-09-23 16:10:16 UTC,,,,,,,,,,I,,,,,,,,050,J,,
MZIEME,,,,,Mae,J,Zieme,MZIEME,SBODE,01-060,BDCOUNSEL,,,,,,,,,4858,,,ABERGSTRO,1994-05-27 15:26:11 UTC,WLANGOSH,1998-01-20 14:20:24 UTC,4,4,1,0,,,,,,I,,,,,370,,,060,J,,
AWEST1,,,,,Amaya,O,West,AWEST1,SBODE,06-075,BDCOUNSEL,,,,,,,,,1617,,,ABERGSTRO,1994-05-27 15:45:24 UTC,WLANGOSH,1997-09-18 10:11:02 UTC,,,,,,,,,,I,,,,,556,,,075,J,,
ALEFFLER,,,,,Arnaldo,H,Leffler,ALEFFLER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,880,,,BVAALEFFLER
ITORPHY,,,,,Immanuel,R,Torphy,ITORPHY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,883,,,BVAITORPHY
OHOPPE,,,,,Otis,N,Hoppe,OHOPPE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,887,,,
MRUTHERFO,,,,,Monte,H,Rutherford,MRUTHERFO,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,892,,,
FO'KON,,,,,Felipa,F,O'Kon,FO'KON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,889,,,BVAFO'KON
RKIEHN,,,,,Rita,R,Kiehn,RKIEHN,01C2,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
JHELLER,,,,,Jany,D,Heller,JHELLER,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,671,A,,
JKUNZE,,,,,Jailyn,G,Kunze,JKUNZE,CRUSSEL,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,668,,,
HHARVEY,,,,,Harold,Z,Harvey,HHARVEY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,670,,,
NNADER,,,,,Norbert,K,Nader,NNADER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,673,,,
ETHIEL,,,,,Erna,P,Thiel,ETHIEL,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,675,,,
ELOWE,,,,,Emie,N,Lowe,ELOWE,CRUSSEL,06-074,BDCOUNSEL,,,,,,,,,5787,,,ABERGSTRO,1994-05-27 15:43:27 UTC,WLANGOSH,1995-11-30 14:32:35 UTC,,,,,,,,,,I,,,,,,,,074,J,,
EBAYER,,,,,Emmitt,D,Bayer,EBAYER,MHALEY,08-470,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 14:43:34 UTC,WLANGOSH,1995-09-23 16:57:34 UTC,0,0,0,0,,,,,,I,,,,,,,,470,,,
KKEELING,,,,,Kris,E,Keeling,KKEELING,SBODE,11-471,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 14:46:11 UTC,WLANGOSH,1995-09-23 17:01:29 UTC,0,0,0,0,,,,,,A,,,,,386,,,471,J,,BVAKKEELING
NMANTE,,,,,Norberto,Z,Mante,NMANTE,SBODE,19-472,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 14:47:44 UTC,WLANGOSH,1995-09-23 16:31:40 UTC,0,0,0,0,,,,,,A,,,,,805,,,472,A,,BVANMANTE
LREICHEL1,,,,,Lawrence,Z,Reichel,LREICHEL1,CRUSSEL,14-473,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 15:17:25 UTC,WLANGOSH,1996-12-04 10:05:56 UTC,0,0,0,0,,,,,,I,,,,,,,,473,,,
AWITTING,,,,,Alfred,P,Witting,AWITTING,SBODE,20-474,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 15:25:56 UTC,WLANGOSH,1995-09-26 16:19:00 UTC,0,0,0,0,,,,,,A,,,,,386,,,474,A,,BVAAWITTING
HORTIZ,,,,,Hollie,A,Ortiz,HORTIZ,MHALEY,06-475,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 15:29:55 UTC,WLANGOSH,1996-06-07 14:39:42 UTC,0,0,0,0,,,,,,I,,,,,,,,475,,,
MSCHNEIDE1,,,,,Mellie,M,Schneider,MSCHNEIDE1,SBODE,06-451,BDCOUNSEL,,,,,,,,,,,,CF,1995-06-27 15:33:20 UTC,WLANGOSH,1995-09-23 16:51:40 UTC,0,0,0,0,,,,,,A,,,,,365,,,451,A,,BVAMSCHNEIDE1
CWINTHEIS1,,,,,Corrine,O,Wintheiser,CWINTHEIS1,AHUDSON,13-162,BDCOUNSEL,,,,,,,,,8516,,,ABERGSTRO,1994-05-31 11:24:29 UTC,WLANGOSH,1998-01-20 14:23:52 UTC,3,3,2,0,,,,,,I,,,,,,,,162,J,,
SGRANT,,,,,Shayna,J,Grant,SGRANT,SBODE,01-289,BDCOUNSEL,,,,,,,,,0833,,,ABERGSTRO,1994-05-31 13:53:47 UTC,WLANGOSH,1998-03-11 13:34:21 UTC,,,,,,,,,,I,,,,,365,,,289,A,,
89,,,,,,,89 Development Abeyance,89,,89,,,,,,,,,,,,,SBARTELL,2002-01-11 00:00:00 UTC,SBARTELL,2004-12-02 00:00:00 UTC,,,,,,,,,,I,,,,,,,,,,,
STORP,,,,,Savion,B,Torp,STORP,AHUDSON,04-394,BDCOUNSEL,,,,,,,,,7278,,,ABERGSTRO,1994-05-31 16:33:36 UTC,WLANGOSH,1997-09-18 10:21:22 UTC,,,,,,,,,,I,,,,,,,,394,,,
LMRAZ,,,,,Lilyan,T,Mraz,LMRAZ,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RVONRUEDE,,,,,Reilly,S,VonRueden,RVONRUEDE,CRUSSEL,12-479,BDCOUNSEL,,,,,,,,,,,,ABERGSTRO,1995-07-25 09:30:24 UTC,WLANGOSH,1995-09-26 16:16:51 UTC,0,0,0,0,,,,,,I,,,,,,,,479,,,
SMCCULLOU1,,,,,Shirley,C,McCullough,SMCCULLOU1,AHUDSON,04-485,BDCOUNSEL,,,,,,,,,,,,BFEENEY,1995-08-28 13:52:00 UTC,WLANGOSH,1996-06-07 14:20:49 UTC,0,0,0,0,,,,,,I,,,,,,,,485,,,
DFAY1,,,,,Dominic,A,Fay,DFAY1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
BHAAG1,,,,,Bennie,Q,Haag,BHAAG1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
JKUPHAL1,,,,,Jannie,R,Kuphal,JKUPHAL1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,749,,,
CROBEL,,,,,Chelsie,U,Robel,CROBEL,01B,01B,CHAIR,,,,,,,,,,,,SBARTELL,1995-01-31 08:11:24 UTC,WLANGOSH,1996-01-25 10:03:00 UTC,,,,,,,,,,I,,,,,,,,,,,
JULLRICH,,,,,Jewell,O,Ullrich,JULLRICH,AIRS,AIRS,AIRS,,,,,,,,,,,,SBARTELL,,ABERGSTRO,1995-07-07 11:29:56 UTC,,,,,,,,,,I,,,,,,,,,,,
JKEMMER1,,,,,Jerald,U,Kemmer,JKEMMER1,DIR-100,DIR-100,ADDMOD,,,,,,,,,,1-949-598-5777,,SBARTELL,,WLANGOSH,1996-07-19 11:03:39 UTC,,,,,,,,,,I,,,,,,,,,,,
JMCDERMOT1,,,,,Jimmie,N,McDermott,JMCDERMOT1,SUP,OPR-57,ADDMOD,,,,,,,,,,118.507.6546 x745,,SBARTELL,,WLANGOSH,1996-02-01 08:42:27 UTC,2,2,6,2,,,,,,I,,,,,,,,,,,
WJAST,,,,,Waino,D,Jast,WJAST,AIRS,AIRS,AIRS,,,,,,,,,,,,SBARTELL,,ABERGSTRO,1995-07-07 11:30:30 UTC,,,,,,,,,,A,,,,,,,,,,,BVAWJAST
OGRADY,,,,,Ole,J,Grady,OGRADY,A2-35,67-35,ADDMOD,,,,,,,,,,648.004.7693,,SBARTELL,,WLANGOSH,1996-10-22 14:44:34 UTC,7,7,91,181,,,,,,I,,,,,,,,,,,
AKUPHAL,,,,,Anna,V,Kuphal,AKUPHAL,MIS,,COMPASST,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DFRAMI,,,,,Deshawn,N,Frami,DFRAMI,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,448,,,730,A,,BVADFRAMI
DDIETRICH,,,,,Donnie,T,Dietrich,DDIETRICH,DIR-105,DIR-105,CDLEGCLK,,,,,,,,,,,,SBARTELL,,WLANGOSH,1997-02-13 14:06:29 UTC,3,3,1521,812,,,,,,I,,,,,,,,,,,
BSWIFT,,,,,Burley,W,Swift,BSWIFT,A3-86,68-86,CDLEGCLK,,,,,,,,,,(338) 266-8115 x2843,,SBARTELL,,WLANGOSH,1996-06-07 14:33:28 UTC,15,15,147,15,,,,,,I,,,,,,,,,,,
ALANGOSH,,,,,Ashlee,Y,Langosh,ALANGOSH,A1-60,64-60,CDLEGCLK,,,,,,,,,,884-254-1708 x4752,,SBARTELL,,WLANGOSH,1996-03-06 10:04:13 UTC,,,,,,,,,,I,,,,,,,,,,,
XHANE,,,,,Xavier,U,Hane,XHANE,A2-87,67-87,CDLEGCLK,,,,,,,,,,1-900-028-6937 x5029,,SBARTELL,,WLANGOSH,1997-03-31 14:43:17 UTC,2,2,15,15,,,,,,I,,,,,,,,,,,
LHARVEY1,,,,,Lois,R,Harvey,LHARVEY1,SBODE,18-058,BDCOUNSEL,,,,,,,,,3146,,,ABERGSTRO,1994-05-27 15:23:05 UTC,WLANGOSH,1995-11-30 14:17:21 UTC,17,17,2,0,,,,,,I,,,,,,,,058,J,,
MRAU,,,,,Mabel,Y,Rau,MRAU,AHUDSON,18-068,BDCOUNSEL,,,,,,,,,5245,,,ABERGSTRO,1994-05-27 15:35:47 UTC,WLANGOSH,1995-11-30 14:17:49 UTC,0,0,0,0,,,,,,I,,,,,,,,068,J,,
MGRIMES,,,,,Maci,D,Grimes,MGRIMES,SBODE,12-070,BDCOUNSEL,,,,,,,,,9448,,,ABERGSTRO,1994-05-27 15:38:05 UTC,WLANGOSH,1995-09-26 15:41:42 UTC,,,,,,,,,,I,,,,,,,,070,,,
UDICKINSO,,,,,Urban,O,Dickinson,UDICKINSO,AHUDSON,07-071,BDCOUNSEL,,,,,,,,,9227,,,ABERGSTRO,1994-05-27 15:39:40 UTC,WLANGOSH,1998-01-20 14:20:46 UTC,,,,,,,,,,I,,,,,,,,071,,,
OWINDLER,,,,,Onie,X,Windler,OWINDLER,SBODE,05-076,BDCOUNSEL,,,,,,,,,6273,,,ABERGSTRO,1994-05-27 15:48:05 UTC,SBARTELL,1998-02-10 15:30:13 UTC,,,,,,,,,,I,,,,,511,,,076,J,,
